"AVAILABILITY_365","CALCULATED_HOST_LISTINGS_COUNT","HOST_ID","HOST_NAME","ID","LAST_REVIEW","LATITUDE","LONGITUDE","MINIMUM_NIGHTS","NAME","NEIGHBOURHOOD","NEIGHBOURHOOD_GROUP","NUMBER_OF_REVIEWS","PRICE","REVIEWS_PER_MONTH","ROOM_TYPE"
"0","1","39058000","Simon","7457629","","52.57992474310046","13.401222441121462","5","Einzelhaus mit Garten in Pankow","Blankenfelde/Niederschönhausen","Pankow","0","120","","Entire home/apt"
"0","1","34220011","Chantal","7458036","28/08/2017","52.49369629025486","13.397161569641105","2","Trendige Loft mittendrin","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","31","169","0.78","Entire home/apt"
"0","1","39102959","Manuela","7466821","","52.55321707760886","13.441263878747996","1","shared room","Weißensee","Pankow","0","70","","Shared room"
"269","2","10830211","Ron","7476587","11/10/2018","52.55490166222683","13.41675811542859","3","newly renovated spacious studio","Pankow Süd","Pankow","128","80","3.25","Entire home/apt"
"344","1","17318416","Jan","7479066","30/09/2018","52.50468728071599","13.431622168107854","2","Apartment in Kreuzberg, prime location","nördliche Luisenstadt","Friedrichshain-Kreuzberg","15","120","0.38","Entire home/apt"
"96","1","6587650","Andreas","7479300","14/05/2018","52.55032107755298","13.403425658394527","4","Maisonette App. in Prenzlauer Berg","Prenzlauer Berg Nordwest","Pankow","19","170","0.49","Entire home/apt"
"0","1","992812","Jan","7481477","11/03/2018","52.53431689581643","13.43173182269634","2","The Good Life Atelier","Prenzlauer Berg Süd","Pankow","12","85","0.3","Entire home/apt"
"342","2","10830211","Ron","7486087","19/10/2018","52.55377932181462","13.4176176545001","3","Fresh & newly renovated studio","Pankow Süd","Pankow","126","70","3.19","Entire home/apt"
"0","1","21353180","Nadine","7486826","","52.49178662244523","13.415993725052868","1","3-Zimmer Altbauwohnung in Kreuzberg","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","0","80","","Entire home/apt"
"0","1","37651432","Lola","7486876","05/09/2018","52.498547689184306","13.41395833269772","3","Maisonette flat in Kreuzberg 36","Südliche Friedrichstadt","Friedrichshain-Kreuzberg","30","100","0.76","Entire home/apt"
"346","5","39213221","Dirk","7487226","21/08/2018","52.5266274516601","13.403041042698352","2","Pension am Fernsehturm/Marc Chagall","Alexanderplatz","Mitte","1","129","0.38","Entire home/apt"
"0","1","39213468","Gregor","7487319","13/07/2018","52.51572604432188","13.43703907014969","2","Charming flat in the Berlin center","Karl-Marx-Allee-Süd","Friedrichshain-Kreuzberg","8","84","0.2","Entire home/apt"
"0","1","39219660","Joscha","7488590","","52.50870520263344","13.457372853139947","1","Nette Wohnung in Friedrichshain","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","0","78","","Entire home/apt"
"327","1","39222511","Florian","7489134","04/11/2018","52.572612105039916","13.28837000208521","2","Neue, schöne Ferienwohnung","West 1","Reinickendorf","52","74","1.35","Entire home/apt"
"339","5","39213221","Dirk","7489522","27/09/2018","52.52713829262391","13.404936977333984","1","Pension am Fernsehturm/Vincent van Gogh","Alexanderplatz","Mitte","6","80","0.35","Entire home/apt"
"310","2","20964212","Nico","7489785","07/10/2018","52.53495263720664","13.400596873729366","5","Spacious living balcony under trees","Brunnenstr. Süd","Mitte","25","90","0.66","Private room"
"339","1","39230948","Antoine","7490983","28/09/2018","52.52295001765972","13.328111879822163","5","Charmy apartment in Berlin Center","Moabit West","Mitte","53","87","1.34","Entire home/apt"
"335","4","39257044","Heval","7495407","19/08/2018","52.473774100181615","13.386162463037223","4","Heval's 5-Room Grand Appartment","Tempelhof","Tempelhof - Schöneberg","36","240","0.93","Entire home/apt"
"0","1","39259413","Oliver","7495977","10/08/2015","52.49517401425986","13.412833162335737","3","Sunny 3 room apartment with balcony","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","1","70","0.03","Entire home/apt"
"0","1","28573106","Jess","7503713","03/08/2018","52.48696977044978","13.39067133446854","4","Kreuzberg,  Bergmann-area loft with roof garden!","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","12","120","0.3","Entire home/apt"
"0","1","6246883","Ciril","7505392","07/11/2015","52.474198424677155","13.423935757735515","7","Modern Large and Sunny Apartment","Schillerpromenade","Neukölln","1","97","0.03","Entire home/apt"
"220","1","39328820","Lukas","7507362","28/11/2017","52.472556358556076","13.426389708372547","2","Sunny and inspiring 2 room apartment","Schillerpromenade","Neukölln","8","89","0.2","Entire home/apt"
"251","1","29883109","Dino","7513144","10/09/2018","52.50907259376715","13.450169963810804","4","Cozy room in Berlin","Karl-Marx-Allee-Süd","Friedrichshain-Kreuzberg","13","75","0.34","Private room"
"0","1","6159547","Klaus","7513780","25/08/2015","52.53739990092299","13.431913121596875","7","Schönes DG / Penthouse in Berlin","Prenzlauer Berg Süd","Pankow","1","90","0.03","Entire home/apt"
"79","1","39439951","Moritz","7526348","04/11/2018","52.53217458579581","13.387277921337732","1","LUX! New Modern Central Quiet Flat in Berlin Mitte","Brunnenstr. Süd","Mitte","136","110","3.59","Entire home/apt"
"0","1","39437901","Katharina","7526953","28/10/2016","52.42659858664701","13.331320345880627","5","Welcome to our 135m² Berlin flat  !","Ostpreußendamm","Steglitz - Zehlendorf","9","100","0.23","Entire home/apt"
"138","2","39537907","Andre","7545423","10/03/2018","52.52161217444887","13.346052995776335","3","Ferienwohnung an der Spree","Moabit Ost","Mitte","10","95","0.29","Entire home/apt"
"0","1","39052193","Jessica","7552895","02/09/2018","52.50648332901075","13.463849608746068","2","großzügiges Apartement im Szenekiez","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","12","120","0.31","Entire home/apt"
"0","1","39596780","Aras","7554815","14/08/2015","52.49695862097002","13.411496572300324","4","Beautiful apartment in Kreuzberg","Südliche Friedrichstadt","Friedrichshain-Kreuzberg","2","80","0.05","Entire home/apt"
"7","4","39618235","Ulf","7559904","23/10/2018","52.561732367295406","13.403598858130973","3","Huge Roof-Top-Apartament in Pankow","Pankow Süd","Pankow","14","130","0.38","Entire home/apt"
"0","1","39631459","Lola","7560330","11/09/2017","52.54138929831322","13.420940226372977","3","Rooms in very beautiful apartment in Berlin","Helmholtzplatz","Pankow","6","98","0.17","Shared room"
"335","4","39257044","Heval","7560506","02/11/2018","52.47205236374792","13.385478884961064","4","Heval's 6-Room Grand Appartment","Tempelhof","Tempelhof - Schöneberg","50","270","1.32","Entire home/apt"
"343","4","39257044","Heval","7560830","11/09/2018","52.474336025255965","13.384205268985632","4","Heval's 4-Room Grand Appartment","Tempelhof","Tempelhof - Schöneberg","32","210","0.96","Entire home/apt"
"32","1","6091429","Rachel","7568074","30/03/2018","52.53779851134902","13.40260957928249","4","Central Berlin above the trees","Brunnenstr. Süd","Mitte","3","75","0.08","Entire home/apt"
"0","1","39056052","Claudia","7568544","13/05/2018","52.57958124947871","13.402655654804162","3","familienfreundliche Altbauwohnung","Blankenfelde/Niederschönhausen","Pankow","22","80","0.57","Entire home/apt"
"153","2","21120177","Nataliya","7569863","14/10/2018","52.50074138014472","13.318179040636176","3","Apartment near Kurfürstendamm","Kurfürstendamm","Charlottenburg-Wilm.","99","73","2.56","Entire home/apt"
"0","2","39716890","Peter","7575220","","52.53215190048572","13.34954552142199","2","3 rooms, 80 sqm., cosy attic-loft","Moabit Ost","Mitte","0","90","","Entire home/apt"
"0","1","39721082","Ceyda","7575938","","52.49305023829869","13.332090971101596","14","West City Apartment, 1 km Ku'damm","Volkspark Wilmersdorf","Charlottenburg-Wilm.","0","80","","Private room"
"0","1","33572198","Verena","7577413","07/12/2015","52.50980890772277","13.452455882915869","3","Stylish apartment in trendy quarter","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","2","75","0.05","Entire home/apt"
"0","1","13117028","Mareke","7578366","31/10/2015","52.54068286774776","13.415147112162964","4","Spacious Appartment with balcony","Helmholtzplatz","Pankow","3","80","0.08","Entire home/apt"
"0","1","39742971","Björn","7579747","08/08/2015","52.52854006681582","13.408033249431844","3","Großräumige Privatresidenz-Wohnung","Alexanderplatz","Mitte","1","99","0.03","Entire home/apt"
"0","1","2130435","Lukas","7580825","02/04/2018","52.53688195116721","13.427090097622417","6","Cozy Apartment in Prenzlauer Berg","Prenzlauer Berg Süd","Pankow","12","100","0.32","Entire home/apt"
"0","1","2346244","Anya","7585965","30/05/2017","52.47527250301748","13.444545103836315","8","Spacious and light flat in Berlin","Rixdorf","Neukölln","4","72","0.16","Entire home/apt"
"0","1","39845442","Alexander","7598526","03/01/2018","52.53346029783359","13.406183970296455","4","Spacious 180 m² apartment in Mitte","Brunnenstr. Süd","Mitte","6","120","0.15","Private room"
"0","1","1086128","","7599452","","52.52084233728538","13.381178233156124","3","Central Berlin Hugh Luxury Apt","Alexanderplatz","Mitte","0","125","","Entire home/apt"
"0","1","39890617","Julia","7605947","16/08/2015","52.498303244671035","13.363211828001962","1","","Schöneberg-Nord","Tempelhof - Schöneberg","2","75","0.05","Entire home/apt"
"0","1","3533659","Aurélia","7606894","08/09/2016","52.556680118646916","13.343063522163138","1","Big and quiet apartment in Berlin","Parkviertel","Mitte","2","70","0.05","Entire home/apt"
"90","1","19666549","Noam Enrio","7609649","21/05/2018","52.51574839485986","13.455676201638497","25","Cosy room in the place to be","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","15","80","0.38","Private room"
"175","1","4369317","Mikael","7611538","18/10/2018","52.4888727170693","13.352239188276277","6","Spacious Apartment in the Heart of Schöneberg","Schöneberg-Süd","Tempelhof - Schöneberg","20","165","0.51","Entire home/apt"
"0","1","9312341","Christin","7625640","01/01/2018","52.55028768311089","13.409206884163689","1","design apartment prenzlauer berg","Prenzlauer Berg Nordwest","Pankow","6","120","0.15","Entire home/apt"
"0","1","29523109","Irmtraud","7625669","29/10/2015","52.47665957246483","13.332216729279455","14","Design apartment sunny-quiet-centra","Friedenau","Tempelhof - Schöneberg","1","70","0.03","Entire home/apt"
"319","1","269771","Danilo","7630614","","52.532857328941034","13.412206902237022","63","Luxury Miniloft Prenzlauer Berg","Prenzlauer Berg Südwest","Pankow","0","200","","Entire home/apt"
"0","2","312373","Christian","7634879","","52.55026652123755","13.405251245418796","14","Flat in great area Prenzlauer Berg","Prenzlauer Berg Nordwest","Pankow","0","89","","Entire home/apt"
"0","1","20798560","Heiko","7639412","13/10/2015","52.53663180302539","13.428364346362084","1","Zimmer in Dachgeschoss Wohnung","Prenzlauer Berg Süd","Pankow","2","85","0.05","Private room"
"110","2","2342312","Irit","7642088","29/10/2018","52.50778007038686","13.3099421356255","3","Cozy & beautiful Charlottenburg apt","Kantstraße","Charlottenburg-Wilm.","43","80","1.15","Entire home/apt"
"0","1","40042690","Nicola","7644344","04/08/2015","52.502208292350346","13.42870727566673","6","Apartment in Berlin - Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","1","79","0.03","Entire home/apt"
"0","1","40144621","Eva Rink","7650301","","52.55156488774922","13.399805974648265","9","Große Wohnung im Prenzlauer Berg.","Prenzlauer Berg Nordwest","Pankow","0","90","","Entire home/apt"
"0","1","9103045","Valentina","7656046","11/09/2017","52.49045128108155","13.402616278429774","4","2 Zimmerwohnung in Kreuzberg","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","9","74","0.23","Entire home/apt"
"14","1","40249090","John","7666476","02/08/2018","52.548227159595285","13.44752140025012","3","Beautiful old building","Weißensee","Pankow","19","75","0.48","Private room"
"0","1","29123294","Andres","7667411","31/08/2015","52.54693963883143","13.417856580066617","1","Bonito Loft en Prenzlauer Berg","Helmholtzplatz","Pankow","2","70","0.05","Entire home/apt"
"88","1","784136","K","7668093","26/06/2018","52.48904832238227","13.325103875379082","14","Beautiful Large Apartment","Volkspark Wilmersdorf","Charlottenburg-Wilm.","1","90","0.22","Private room"
"212","2","29966940","Viola","7671639","03/10/2018","52.55457551432498","13.222996665616504","2","Hausboot Duval 1 - Ohne Führerschein!","Haselhorst","Spandau","10","210","0.26","Entire home/apt"
"0","1","40283624","Philip","7672346","28/11/2017","52.5301935791851","13.389826472655328","3","Beletage in Berlin-Mitte/-Central","Brunnenstr. Süd","Mitte","27","135","0.69","Entire home/apt"
"145","2","27223086","Natthinee +  Roland","7676115","14/10/2018","52.499576190385795","13.36990444426393","2","Spacious + comfy! 2 bedrooms + 2 bathrooms+carpark","Tiergarten Süd","Mitte","76","200","1.98","Entire home/apt"
"90","1","8841790","Ruth","7677581","18/07/2017","52.48147149136355","13.360097876001047","1","Feelgoodflat in Schöneberg","Schöneberg-Süd","Tempelhof - Schöneberg","11","70","0.28","Private room"
"360","1","40345169","Johannes","7681852","16/10/2018","52.49491155291864","13.43426978630128","2","Wohlfühl Wohnung in Kreuzberg!","südliche Luisenstadt","Friedrichshain-Kreuzberg","19","89","0.48","Entire home/apt"
"0","1","13767472","Gregor Peter","7684375","13/11/2017","52.53226208236545","13.404392150344789","2","Stunning loft in the heart of Mitte","Brunnenstr. Süd","Mitte","37","275","0.95","Entire home/apt"
"252","1","3824407","Ani","7684739","12/08/2018","52.52564308061902","13.299975947480718","2","2 rm entire flat at Schloß Charlottenburg","Mierendorffplatz","Charlottenburg-Wilm.","19","75","0.5","Entire home/apt"
"0","1","40141410","Melanie","7686094","21/08/2015","52.51436499297524","13.467763906214234","3","Gemütlich wohnen in Friedrichshain","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","1","70","0.03","Entire home/apt"
"0","1","7775858","Jonas","7687245","","52.534022145689434","13.348152827391035","3","Spacious Berlin City Apartment","Moabit Ost","Mitte","0","75","","Entire home/apt"
"0","1","40379581","Jan","7688625","27/09/2015","52.55848980178118","13.393792000233393","5","Wohnung, grün-ruhig-zentral","Osloer Straße","Mitte","1","80","0.03","Entire home/apt"
"112","1","40121503","Alina","7695587","05/11/2018","52.50598090456114","13.395468970760978","3","Cozy Apartment Checkpoint Charlie","Südliche Friedrichstadt","Friedrichshain-Kreuzberg","108","110","2.79","Entire home/apt"
"360","1","4287452","Adriano","7711465","21/09/2018","52.526559789598934","13.448019086929579","4","Cozy and Lovely flat in central BLN","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","14","95","0.36","Entire home/apt"
"325","1","3958231","Bijan","7711734","28/10/2018","52.49606260414833","13.42015109063113","2","LeStudio - Home away from home.","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","139","92","4.64","Entire home/apt"
"0","1","4570364","Falk","7718401","18/09/2015","52.50821847240691","13.457959674893928","1","Simon-Dach Kiez, Fhain","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","1","99","0.03","Entire home/apt"
"0","1","3432794","Taylor","7720080","04/01/2017","52.48479209446424","13.439063467128726","3","Beautiful new apartment in Neukölln","Reuterstraße","Neukölln","4","78","0.1","Entire home/apt"
"0","1","40582496","David","7723611","","52.48605373469083","13.384915996169475","1","Loft-Feeling am Viktoriapark!","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","0","70","","Entire home/apt"
"313","1","6897373","Hugo H.","7727964","","52.524536913126724","13.407283389955426","4","Thrilling;) apartment with loft character","Alexanderplatz","Mitte","0","105","","Entire home/apt"
"0","1","28188413","Tarek","7739274","03/06/2018","52.541541685045644","13.414553380929567","2","cozy apartment in Prenzlauer Berg","Helmholtzplatz","Pankow","5","120","0.13","Entire home/apt"
"318","1","11511696","Loic","7755206","30/08/2018","52.50703610210242","13.304825591776234","2","All inclusive cozy flat with WiFi","Kantstraße","Charlottenburg-Wilm.","38","199","1.0","Entire home/apt"
"0","3","6734609","Simone","7755485","30/08/2015","52.501742714983806","13.420966056675852","1","Street view in heart of Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","3","98","0.08","Entire home/apt"
"322","1","40797629","Gabriele","7758924","15/10/2018","52.50367675431025","13.426961893246604","4","170year old factory, quiet + bright","nördliche Luisenstadt","Friedrichshain-Kreuzberg","46","69","1.19","Private room"
"261","1","40806462","Kerstin","7760492","18/08/2018","52.550190921062594","13.40308104832296","2","135qm-Wohnung in Baugruppe","Prenzlauer Berg Nordwest","Pankow","21","150","0.53","Entire home/apt"
"0","1","18830428","Resi","7765869","05/01/2016","52.504806162931594","13.416467188138324","2","Sunlight Perch with Panoramic Views","Alexanderplatz","Mitte","8","77","0.2","Entire home/apt"
"208","2","9023176","Josefine","7766141","21/12/2015","52.53433664918236","13.427915030652189","7","Spacious topfloor Prenzlauer Berg","Prenzlauer Berg Süd","Pankow","2","150","0.06","Entire home/apt"
"107","2","6577982","Melissa","7766201","31/10/2018","52.51371445170234","13.44936651156385","3","Central cozy flat close to Kreuzberg & Mitte","Karl-Marx-Allee-Süd","Friedrichshain-Kreuzberg","69","84","1.77","Entire home/apt"
"0","1","40850461","Nicola","7767094","06/09/2015","52.48533573286653","13.429025866814914","2","Spacious maisonette w/ roof terrace","Reuterstraße","Neukölln","3","80","0.08","Entire home/apt"
"0","1","40883814","Marie","7772325","01/05/2017","52.50207748308087","13.418035990645059","1","2 1/2 Zimmer mitten in Kreuzberg36","nördliche Luisenstadt","Friedrichshain-Kreuzberg","2","70","0.07","Entire home/apt"
"0","1","35801799","Johanna","7773309","26/09/2015","52.548209924804176","13.429355114525722","5","Lovely and sunny Family-Apartment","Prenzlauer Berg Nord","Pankow","1","79","0.03","Entire home/apt"
"0","1","40917101","Katja","7777135","","52.58304544316499","13.396750502689008","1","Charmante Wohnung im grünen Pankow","Blankenfelde/Niederschönhausen","Pankow","0","75","","Entire home/apt"
"0","1","40926379","Johanna","7778739","31/08/2015","52.545307236336356","13.414751408320056","3","Große,schöne,zentrale 2-Zi Whg/4P","Helmholtzplatz","Pankow","2","75","0.05","Entire home/apt"
"214","1","40960311","Helka","7784209","30/03/2016","52.53397297277793","13.433453588666346","2","Familienwohnung Prenzlauer Berg","Prenzlauer Berg Süd","Pankow","4","150","0.1","Private room"
"0","1","16217383","Maria","7787192","30/06/2018","52.48221915148129","13.360860338988406","7","Helle Atelierwohnung - Dachgeschoß","Schöneberg-Süd","Tempelhof - Schöneberg","7","90","0.23","Entire home/apt"
"0","2","36258305","Simen","7795066","10/10/2015","52.494679214257545","13.423407367194068","2","Amazing view over the Xberg canal.","Reuterstraße","Neukölln","2","150","0.05","Private room"
"0","1","2553083","Meike","7796420","06/01/2018","52.497982888895706","13.42559786569948","3","sonnige Architektenwohnung für Familien","südliche Luisenstadt","Friedrichshain-Kreuzberg","8","95","0.21","Entire home/apt"
"0","1","41030609","Clara","7797277","21/05/2017","52.5201090033073","13.432239822032479","2","Ruhige Unterkunft mitten im Zentrum","Karl-Marx-Allee-Nord","Friedrichshain-Kreuzberg","10","101","0.25","Entire home/apt"
"0","1","41056012","Felix","7800129","05/04/2016","52.54396203555849","13.358363695852251","2","Nice 56 m² Flat","Wedding Zentrum","Mitte","7","72","0.18","Entire home/apt"
"0","1","41096399","Thomas","7807180","","52.49043795878503","13.453989268583157","20","Dachgeschoßmaisonette mitTerrasse","Alt  Treptow","Treptow - Köpenick","0","85","","Entire home/apt"
"0","1","31958108","Ole","7813460","14/09/2018","52.485218089444594","13.443887117290794","5","Cosy 70m² Flat in Neukoelln/Kreuzberg at the Canal","Reuterstraße","Neukölln","3","82","0.46","Entire home/apt"
"0","2","7019264","Anna","7831317","20/08/2017","52.497823411033366","13.419841648542011","2","Schönes 25m² Zimmer in Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","6","80","0.23","Private room"
"113","1","34970450","Boian & Olga","7831357","06/11/2018","52.51769403643481","13.413664712503977","2","Luxurious, idyllic, brand new & super central!","Alexanderplatz","Mitte","120","100","6.23","Entire home/apt"
"0","1","17438397","Kasia","7836648","03/05/2016","52.52338514538349","13.455369595289165","4","big room in the center of Berlin","Prenzlauer Berg Ost","Pankow","6","100","0.16","Private room"
"361","1","17606282","Timo","7837457","11/10/2018","52.52923883793763","13.173993335333071","3","2 zi Souterrain Wohnung in Spandau","Brunsbütteler Damm","Spandau","16","80","0.41","Entire home/apt"
"299","2","41295048","Josef","7838754","20/10/2018","52.521213540299016","13.454259559863232","3","Stylish colorful apartment in FH-K","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","91","105","2.36","Entire home/apt"
"0","1","41337194","Christine","7844596","10/09/2016","52.5259969273438","13.451519111179774","7","2–room | 20 min from Alexanderplatz","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","1","80","0.04","Entire home/apt"
"0","1","41343496","Margaux","7845886","21/08/2017","52.49046399315514","13.455406961382414","3","Large flat near transport and clubs","Alt  Treptow","Treptow - Köpenick","11","150","0.29","Private room"
"0","1","5876051","Florian","7846470","07/04/2016","52.49868974163005","13.445832801616707","2","Splendid VIEW appartment Kreuzberg","südliche Luisenstadt","Friedrichshain-Kreuzberg","4","89","0.11","Entire home/apt"
"0","1","41356834","Nina","7848374","","52.53659024708296","13.422266919708134","4","Beautiful apartment Prenzlauer Berg","Prenzlauer Berg Südwest","Pankow","0","95","","Entire home/apt"
"0","1","41358122","Aline","7848647","16/09/2015","52.53534809773568","13.400127891989776","1","spacious city centre apartment","Brunnenstr. Süd","Mitte","2","100","0.05","Entire home/apt"
"0","1","8764475","Bryn","7849594","","52.502637497079974","13.438639811078271","1","Beautiful Private Room, Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","0","70","","Entire home/apt"
"0","1","24661316","Sebastian","7855247","03/01/2016","52.53015597962126","13.402725847912679","3","Beautiful Apartment in the Centre","Brunnenstr. Süd","Mitte","8","80","0.21","Entire home/apt"
"0","1","41445676","Dorothee","7863925","","52.52025423709695","13.446332611626328","1","","Karl-Marx-Allee-Nord","Friedrichshain-Kreuzberg","0","150","","Entire home/apt"
"192","1","14597417","Sophie","7871634","","52.4909344178109","13.423489920785752","180","Spacious flat with roof top terrace in Kreuzkölln","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","0","92","","Entire home/apt"
"0","1","1450653","Luisa","7872740","23/10/2018","52.48102512571196","13.430497656805732","3","Comfy apartment with sunny terrace","Neuköllner Mitte/Zentrum","Neukölln","19","70","0.5","Entire home/apt"
"228","2","12694377","Antonio","7876382","28/10/2018","52.510285772848896","13.461682436697599","3","New Loft Kreuzberg-Friedrichshain","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","118","69","3.12","Entire home/apt"
"0","1","41539429","Oliver","7880272","","52.50300362217061","13.437149867964411","2","Große 4 Zimmer Wohnung in Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","0","150","","Entire home/apt"
"0","1","14035246","Charlotte","7880548","29/09/2015","52.50682389155857","13.322501955330099","4","Charming typical Berliner flat","Kantstraße","Charlottenburg-Wilm.","4","69","0.1","Entire home/apt"
"0","1","40176643","Anja","7889409","10/09/2015","52.50999682443578","13.467319932312472","1","Lindsay Berlin","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","1","75","0.03","Private room"
"0","2","18718315","Gisela","7889458","14/05/2018","52.501460684548846","13.416329717496257","4","In the heart of Kreuzberg","nördliche Luisenstadt","Friedrichshain-Kreuzberg","65","98","1.69","Entire home/apt"
"242","6","33736739","Marco","7890257","01/11/2018","52.5124233981303","13.469415282817998","1","Weichselstraße 6","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","50","75","1.39","Entire home/apt"
"358","2","41690629","Stefan","7906287","10/11/2015","52.52530534562045","13.339078542964007","5000","Kre16","Moabit West","Mitte","4","255","0.1","Entire home/apt"
"321","3","41741297","Jörn","7916154","19/10/2018","52.487195000481904","13.34406819664963","3","ML86 Schöneberg City West - 67m²","Schöneberg-Süd","Tempelhof - Schöneberg","90","96","2.4","Entire home/apt"
"0","1","6393852","Ilda","7917663","08/09/2015","52.51246498855901","13.458356246311045","7","2 Room Apartment in Friedrichshain","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","1","80","0.03","Entire home/apt"
"0","1","29522573","Sarah","7927423","","52.47342174301783","13.425196093939151","1","Beautiful flat in Berlin Neukölln","Schillerpromenade","Neukölln","0","100","","Entire home/apt"
"0","2","5738583","Dana","7934323","09/08/2017","52.53003600202727","13.445586483764743","1","Sweet apt in Prenzlauer berg","Prenzlauer Berg Ost","Pankow","7","80","0.18","Entire home/apt"
"0","1","1929354","Belu","7936990","01/05/2018","52.54219712979908","13.422705738102476","5","Sunny appartment in Prenzlauer Berg","Helmholtzplatz","Pankow","19","81","0.49","Entire home/apt"
"0","1","41891061","Lukas & Mara","7943495","17/09/2018","52.544155435346674","13.357028422790052","3","Lovely cozy Apartment (55qm) for two!","Wedding Zentrum","Mitte","6","69","0.82","Entire home/apt"
"311","1","41897079","Jochen","7944570","07/10/2018","52.48186055657631","13.322456538983431","3","Schöne 3 Zimmer Wohnung in Berlin","Volkspark Wilmersdorf","Charlottenburg-Wilm.","27","75","0.71","Entire home/apt"
"348","7","16279672","Berlin","7946180","02/10/2018","52.49937695337976","13.389749822800733","1","WEST SIDE STORY","Südliche Friedrichstadt","Friedrichshain-Kreuzberg","17","79","0.45","Entire home/apt"
"0","1","41903742","Hendrik","7947699","28/09/2015","52.5377082011126","13.423821643681407","5","2-zimmer-wohnung im herzen berlins","Prenzlauer Berg Süd","Pankow","1","80","0.03","Entire home/apt"
"0","1","7668990","Christian","7952649","03/01/2017","52.49215447504591","13.39482903836692","2","Stylish&cosy apartment in Kreuzberg","Tempelhofer Vorstadt","Friedrichshain-Kreuzberg","2","70","0.07","Private room"
"17","3","3193109","Dima","7953646","10/09/2018","52.493432938605636","13.32310795018527","10","Central, modern, fully equipped 2 room appartement","Düsseldorfer Straße","Charlottenburg-Wilm.","1","80","0.51","Entire home/apt"
"0","1","41667048","David","7954222","09/09/2015","52.503824822040286","13.463965371695775","5","Amazing rooftop flat Friedrichshain","Frankfurter Allee Süd FK","Friedrichshain-Kreuzberg","1","120","0.03","Entire home/apt"
"326","3","41741297","Jörn","7956833","14/10/2018","52.4877937844533","13.332502669943409","3","B182 Wilmersdorf City West - 67m²","Volkspark Wilmersdorf","Charlottenburg-Wilm.","77","96","2.2","Entire home/apt"
"0","1","1442207","Anna","7963351","24/09/2017","52.53663832787335","13.42450621566755","1","Apartment in the heart of Berlin!","Prenzlauer Berg Süd","Pankow","7","75","0.27","Entire home/apt"
"330","3","41741297","Jörn","7963887","28/10/2018","52.48942195908928","13.330244803964534","3","B31 Wilmersdorf City West - 57m²","Volkspark Wilmersdorf","Charlottenburg-Wilm.","83","96","2.23","Entire home/apt"
"0","1","42061066","Michael","7970986","01/06/2018","52.52505304973159","13.404416557436548","3","Central oasis in Mitte","Alexanderplatz","Mitte","6","75","0.16","Entire home/apt"
"0","1","15709097","Peter","7980323","02/10/2015","52.534811872249534","13.426065856923785","3","in the middle of the city","Prenzlauer Berg Süd","Pankow","1","120","0.03","Entire home/apt"
"364","2","5317830","Yasmine","8003746","19/10/2018","52.47215585429668","13.310154721669809","2","beautiful large designer apartment","Wiesbadener Straße","Charlottenburg-Wilm.","12","299","0.32","Entire home/apt"
"0","1","5162129","Robert","8009485","","52.4884814019485","13.449634828386138","2","Flat KKS","Alt  Treptow","Treptow - Köpenick","0","69","","Entire home/apt"
"0","1","9048695","Judith","8010292","27/12/2016","52.49945254018935","13.438485936810586","5","Beautiful, elegant apt, Kreuzberg","südliche Luisenstadt","Friedrichshain-Kreuzberg","4","75","0.1","Entire home/apt"
"0","1","14446539","Carina","8010977","12/09/2015","52.517312619263045","13.464950408849058","3","","Frankfurter Allee Nord","Friedrichshain-Kreuzberg","1","75","0.03","Entire home/apt"
"0","1","18460895","Katrin","8020155","29/05/2017","52.4878532278994","13.434483977360747","3","Flat with sunny roof terrace","Reuterstraße","Neukölln","8","95","0.21","Entire home/apt"
